Year,City,State,Team Name,Arena Cost (millions),Year of Arena Construction,Arena Capacity,Revenue(Millions),Operating Income(Millions),Player Expenses,Ticket Revenue,Win/Loss %
2002/03,Washington DC,Washington DC,Washington Wizards,260,1997,20356,98,28.5,49,,0.451
2003/04,Washington DC,Washington DC,Washington Wizards,260,1997,20356,94,14.3,49,,0.305
2004/05,Washington DC,Washington DC,Washington Wizards,260,1997,20356,106,21.5,53,,0.549
2005/06,Washington DC,Washington DC,Washington Wizards,260,1997,20356,108,14.8,58,,0.512
2006/07,Washington DC,Washington DC,Washington Wizards,260,1997,20356,112,11.6,67,,0.5
2007/08,Washington DC,Washington DC,Washington Wizards,260,1997,20356,118,14.9,66,,0.524
2008/09,Washington DC,Washington DC,Washington Wizards,260,1997,20356,110,4.9,69,,0.232
2009/10,Washington DC,Washington DC,Washington Wizards,260,1997,20356,107,-5.2,73,,0.317
2010/11,Washington DC,Washington DC,Washington Wizards,260,1997,20356,109,-3.4,63,24,0.28
2011/12,Washington DC,Washington DC,Washington Wizards,260,1997,20356,102,1.7,52,19,0.303
2012/13,Washington DC,Washington DC,Washington Wizards,260,1997,20356,122,7,72,23,0.354
2013/14,Washington DC,Washington DC,Washington Wizards,260,1997,20356,143,10.1,86,27,0.537
2014/15,Washington DC,Washington DC,Washington Wizards,260,1997,20356,146,2.9,89,31,0.561
2015/16,Washington DC,Washington DC,Washington Wizards,260,1997,20356,155,6.6,95,30,0.5
2016/17,Washington DC,Washington DC,Washington Wizards,260,1997,20356,222,21,119,48,0.598
2017/18,Washington DC,Washington DC,Washington Wizards,260,1997,20356,255,34,136,54,0.524
2018/19,Washington DC,Washington DC,Washington Wizards,260,1997,20356,269,55,142,53,0.39
2019/20,Washington DC,Washington DC,Washington Wizards,260,1997,20356,231,39,117,37,0.347
2020/21,Washington DC,Washington DC,Washington Wizards,260,1997,20356,213,15,109,5,0.472
2021/22,Washington DC,Washington DC,Washington Wizards,260,1997,20356,291,90,130,47,0.427
2022/23,Washington DC,Washington DC,Washington Wizards,260,1997,20356,323,85,159,63,0.427
