Year,City,State,Team Name,Arena Cost (millions),Year of Arena Construction,Arena Capacity,Revenue(Millions),Operating Income(Millions),Player Expenses,Ticket Revenue,Win/Loss %
2022,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,326,85.0,159.0,73.0,0.5
2021,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,282,84.0,121.0,53.0,0.524
2020,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,199,37.0,93.0,20.0,0.569
2019,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,222,36.0,111.0,31.0,0.299
2018,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,251,78.0,95.0,32.0,0.354
2017,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,215,42.0,105.0,23.0,0.293
2016,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,209,22.0,119.0,27.0,0.524
2015,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,169,19.8,83.0,26.0,0.585
2014,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,142,7.0,67.0,30.0,0.732
2013,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,133,14.8,65.0,19.0,0.463
2012,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,119,-3.6,73.0,20.0,0.537
2011,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,99,-18.7,65.0,17.0,0.606
2010,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,109,-14.7,75.0,23.0,0.537
2009,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,105,-7.3,69.0,,0.646
2008,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,103,-2.0,70.0,,0.573
2007,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,102,6.7,60.0,,0.451
2006,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,95,9.7,52.0,,0.366
2005,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,92,12.9,47.0,,0.317
2004,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,87,4.7,44.0,,0.159
2003,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,83,8.9,58.0,,0.341
2002,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,78,-8.4,59.0,,0.427
2001,Atlanta,Georgia,Atlanta Hawks,213.5,1999,16600,79,4.2,47.0,,0.402
2022,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,443,88.0,185.0,116.0,0.695
2021,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,361,137.0,137.0,125.0,0.622
2020,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,211,46.0,98.0,5.0,0.5
2019,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,274,86.0,109.0,67.0,0.667
2018,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,304,88.0,139.0,85.0,0.598
2017,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,287,100.0,114.0,88.0,0.671
2016,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,257,85.0,107.0,79.0,0.646
2015,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,200,60.1,84.0,57.0,0.585
2014,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,181,57.4,69.0,56.0,0.488
2013,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,173,54.9,77.0,58.0,0.305
2012,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,169,46.8,79.0,62.0,0.506
2011,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,143,18.7,69.0,58.0,0.591
2010,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,146,7.7,86.0,59.0,0.683
2009,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,151,4.2,88.0,,0.61
2008,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,144,12.9,84.0,,0.756
2007,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,149,20.1,78.0,,0.805
2006,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,117,18.3,67.0,,0.293
2005,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,111,15.7,66.0,,0.402
2004,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,110,25.4,68.0,,0.549
2003,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,104,8.4,54.0,,0.439
2002,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,97,25.6,56.0,,0.537
2001,Boston,Massachusetts,Boston Celtics,160.0,1995,19156,96,17.4,48.0,,0.598
2022,Brooklyn,New York,Brooklyn Nets,1000.0,2012,17732,367,-5.0,187.0,71.0,0.549
2021,Brooklyn,New York,Brooklyn Nets,1000.0,2012,17732,405,-34.0,174.0,76.0,0.537
2020,Brooklyn,New York,Brooklyn Nets,1000.0,2012,17732,212,-80.0,156.0,14.0,0.667
2019,Brooklyn,New York,Brooklyn Nets,1000.0,2012,17732,280,44.0,98.0,54.0,0.486
2018,Brooklyn,New York,Brooklyn Nets,1000.0,2012,17732,304,42.0,135.0,60.0,0.512
2017,Brooklyn,New York,Brooklyn Nets,1000.0,2012,17732,290,53.0,106.0,61.0,0.341
2016,Brooklyn,New York,Brooklyn Nets,1000.0,2012,17732,273,52.0,96.0,57.0,0.244
2015,Brooklyn,New York,Brooklyn Nets,1000.0,2012,17732,223,15.7,92.0,57.0,0.256
2014,Brooklyn,New York,Brooklyn Nets,1000.0,2012,17732,220,-5.7,99.0,63.0,0.463
2013,Brooklyn,New York,Brooklyn Nets,1000.0,2012,17732,212,-99.4,115.0,64.0,0.537
2012,Brooklyn,New York,Brooklyn Nets,1000.0,2012,17732,190,-19.0,94.0,54.0,0.598
2011,Newark,New Jersey,New Jersey Nets,374.0,2007,18500,84,-16.6,58.0,14.0,0.333
2010,Newark,New Jersey,New Jersey Nets,374.0,2007,18500,89,-23.6,66.0,20.0,0.293
2009,East Rutherford,New Jersey,New Jersey Nets,85.0,1981,"20,049",89,-10.2,64.0,,0.146
2008,East Rutherford,New Jersey,New Jersey Nets,85.0,1981,"20,049",92,-13.9,67.0,,0.415
2007,East Rutherford,New Jersey,New Jersey Nets,85.0,1981,"20,049",98,-0.9,67.0,,0.415
2006,East Rutherford,New Jersey,New Jersey Nets,85.0,1981,"20,049",102,-1.3,68.0,,0.5
2005,East Rutherford,New Jersey,New Jersey Nets,85.0,1981,"20,049",93,-8.0,70.0,,0.598
2004,East Rutherford,New Jersey,New Jersey Nets,85.0,1981,"20,049",87,-7.4,60.0,,0.512
2003,East Rutherford,New Jersey,New Jersey Nets,85.0,1981,"20,049",93,-6.1,67.0,,0.573
2002,East Rutherford,New Jersey,New Jersey Nets,85.0,1981,"20,049",94,-1.6,63.0,,0.598
2001,East Rutherford,New Jersey,New Jersey Nets,85.0,1981,"20,049",91,4.5,54.0,,0.634
2022,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,269,35.0,165.0,35.0,0.329
2021,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,269,94.0,105.0,31.0,0.524
2020,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,183,34.0,93.0,1.0,0.458
2019,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,215,36.0,114.0,20.0,0.354
2018,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,240,39.0,127.0,28.0,0.476
2017,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,213,22.0,127.0,27.0,0.439
2016,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,202,21.0,115.0,26.0,0.439
2015,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,158,9.4,88.0,27.0,0.585
2014,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,142,3.7,82.0,24.0,0.402
2013,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,130,1.2,79.0,21.0,0.524
2012,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,115,7.0,64.0,19.0,0.256
2011,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,93,-13.3,52.0,14.0,0.106
2010,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,101,-25.5,70.0,19.0,0.415
2009,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,98,-20.0,73.0,,0.537
2008,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,96,-15.1,69.0,,0.427
2007,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,95,-4.9,59.0,,0.39
2006,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,93,5.3,46.0,,0.402
2005,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,89,11.9,37.0,,0.317
2004,Charlotte,North Carolina,Charlotte Hornets,260.0,2005,19077,73,,28.0,,0.22
2022,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,372,115.0,158.0,81.0,0.488
2021,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,352,135.0,117.0,92.0,0.561
2020,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,213,39.0,106.0,2.0,0.431
2019,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,300,115.0,106.0,65.0,0.338
2018,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,301,103.0,115.0,61.0,0.268
2017,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,287,114.0,96.0,62.0,0.329
2016,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,281,95.0,105.0,71.0,0.5
2015,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,232,45.5,105.0,66.0,0.512
2014,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,228,67.6,87.0,72.0,0.61
2013,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,201,65.3,73.0,65.0,0.585
2012,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,195,52.2,75.0,64.0,0.549
2011,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,162,34.2,62.0,47.0,0.758
2010,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,185,59.4,58.0,63.0,0.756
2009,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,169,51.3,74.0,,0.5
2008,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,168,51.0,72.0,,0.5
2007,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,165,55.4,67.0,,0.402
2006,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,161,59.3,59.0,,0.598
2005,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,149,48.5,61.0,,0.5
2004,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,136,36.8,60.0,,0.573
2003,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,123,34.7,57.0,,0.28
2002,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,119,49.0,47.0,,0.366
2001,Chicago,Illinois,Chicago Bulls,175.0,1994,20917,115,39.1,43.0,,0.256
2022,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,348,78.0,158.0,84.0,0.622
2021,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,325,74.0,128.0,77.0,0.537
2020,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,211,11.0,110.0,4.0,0.306
2019,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,269,46.0,120.0,54.0,0.292
2018,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,300,39.0,137.0,69.0,0.232
2017,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,302,-13.0,152.0,77.0,0.61
2016,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,280,-6.2,149.0,76.0,0.622
2015,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,233,-40.2,131.0,67.0,0.695
2014,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,191,24.8,87.0,52.0,0.646
2013,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,149,20.6,74.0,29.0,0.402
2012,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,145,10.8,72.0,30.0,0.293
2011,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,128,18.6,57.0,24.0,0.318
2010,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,149,32.9,58.0,43.0,0.232
2009,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,161,2.6,90.0,,0.744
2008,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,159,5.0,94.0,,0.805
2007,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,159,13.1,85.0,,0.549
2006,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,152,31.9,69.0,,0.61
2005,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,115,23.9,55.0,,0.61
2004,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,102,21.9,52.0,,0.512
2003,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,93,16.0,50.0,,0.427
2002,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,72,3.8,53.0,,0.207
2001,Cleveland,Ohio,Cleveland Cavaliers,100.0,1994,19432,79,5.9,46.0,,0.354
2022,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,429,83.0,177.0,67.0,0.463
2021,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,364,143.0,117.0,105.0,0.634
2020,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,231,55.0,87.0,9.0,0.583
2019,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,295,84.0,112.0,53.0,0.573
2018,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,307,105.0,108.0,52.0,0.402
2017,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,287,99.0,92.0,43.0,0.293
2016,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,233,21.0,127.0,42.0,0.402
2015,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,194,40.3,86.0,44.0,0.512
2014,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,177,24.3,90.0,45.0,0.61
2013,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,168,30.4,82.0,45.0,0.598
2012,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,162,37.5,75.0,42.0,0.5
2011,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,137,13.0,67.0,35.0,0.545
2010,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,166,-3.9,88.0,53.0,0.695
2009,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,146,-7.8,81.0,,0.671
2008,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,154,-17.4,99.0,,0.61
2007,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,153,-13.6,103.0,,0.622
2006,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,140,-1.6,91.0,,0.817
2005,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,140,-24.4,97.0,,0.732
2004,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,124,-33.6,95.0,,0.707
2003,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,117,-17.8,83.0,,0.634
2002,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,117,-17.7,75.0,,0.732
2001,Dallas,Texas,Dallas Mavericks,420.0,2001,19200,105,3.2,58.0,,0.695
2022,Denver,Colorado,Denver Nuggets,187.0,1999,19520,348,71.0,171.0,85.0,0.646
2021,Denver,Colorado,Denver Nuggets,187.0,1999,19520,273,67.0,138.0,50.0,0.585
2020,Denver,Colorado,Denver Nuggets,187.0,1999,19520,185,15.0,109.0,9.0,0.653
2019,Denver,Colorado,Denver Nuggets,187.0,1999,19520,218,27.0,123.0,37.0,0.63
2018,Denver,Colorado,Denver Nuggets,187.0,1999,19520,252,52.0,131.0,47.0,0.659
2017,Denver,Colorado,Denver Nuggets,187.0,1999,19520,222,47.0,116.0,33.0,0.561
2016,Denver,Colorado,Denver Nuggets,187.0,1999,19520,202,49.0,95.0,26.0,0.488
2015,Denver,Colorado,Denver Nuggets,187.0,1999,19520,157,21.2,81.0,24.0,0.402
2014,Denver,Colorado,Denver Nuggets,187.0,1999,19520,140,26.3,64.0,26.0,0.366
2013,Denver,Colorado,Denver Nuggets,187.0,1999,19520,136,14.0,77.0,30.0,0.439
2012,Denver,Colorado,Denver Nuggets,187.0,1999,19520,124,8.0,75.0,35.0,0.695
2011,Denver,Colorado,Denver Nuggets,187.0,1999,19520,110,12.0,53.0,26.0,0.576
2010,Denver,Colorado,Denver Nuggets,187.0,1999,19520,113,-1.2,69.0,31.0,0.61
2009,Denver,Colorado,Denver Nuggets,187.0,1999,19520,113,-11.7,79.0,,0.646
2008,Denver,Colorado,Denver Nuggets,187.0,1999,19520,115,4.6,72.0,,0.659
2007,Denver,Colorado,Denver Nuggets,187.0,1999,19520,112,-26.3,87.0,,0.61
2006,Denver,Colorado,Denver Nuggets,187.0,1999,19520,104,-4.8,70.0,,0.549
2005,Denver,Colorado,Denver Nuggets,187.0,1999,19520,100,9.4,60.0,,0.537
2004,Denver,Colorado,Denver Nuggets,187.0,1999,19520,94,25.2,48.0,,0.598
2003,Denver,Colorado,Denver Nuggets,187.0,1999,19520,89,12.3,43.0,,0.524
2002,Denver,Colorado,Denver Nuggets,187.0,1999,19520,75,7.9,52.0,,0.207
2001,Denver,Colorado,Denver Nuggets,187.0,1999,19520,75,-5.0,53.0,,0.329
2022,Detroit,Michigan,Detroit Pistons,862.9,2017,20332,274,83.0,132.0,46.0,0.207
2021,Detroit,Michigan,Detroit Pistons,862.9,2017,20332,278,92.0,127.0,39.0,0.28
2020,Detroit,Michigan,Detroit Pistons,862.9,2017,20332,192,43.0,100.0,1.0,0.278
2019,Detroit,Michigan,Detroit Pistons,862.9,2017,20332,227,45.0,123.0,32.0,0.303
2018,Detroit,Michigan,Detroit Pistons,862.9,2017,20332,255,52.0,138.0,47.0,0.5
2017,Detroit,Michigan,Detroit Pistons,862.9,2017,20332,235,52.0,127.0,44.0,0.476
2016,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",221,22.0,123.0,22.0,0.451
2015,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",172,21.8,81.0,22.0,0.537
2014,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",154,16.0,71.0,22.0,0.39
2013,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",144,17.6,69.0,19.0,0.354
2012,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",139,10.3,76.0,19.0,0.354
2011,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",125,7.7,59.0,15.0,0.379
2010,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",141,9.7,70.0,21.0,0.366
2009,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",147,31.8,64.0,,0.329
2008,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",171,46.9,75.0,,0.476
2007,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",160,40.4,70.0,,0.72
2006,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",154,39.2,63.0,,0.646
2005,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",138,21.8,63.0,,0.78
2004,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",134,23.0,58.0,,0.659
2003,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",121,25.0,57.0,,0.659
2002,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",102,23.5,51.0,,0.61
2001,Auburn Hills,Michigan,Detroit Pistons,90.0,1988,"22,076",95,12.9,42.0,,0.61
2022,San Francisco,California,Golden State Warriors,1400.0,2019,18064,765,79.0,197.0,230.0,0.537
2021,San Francisco,California,Golden State Warriors,1400.0,2019,18064,765,206.0,169.0,257.0,0.646
2020,San Francisco,California,Golden State Warriors,1400.0,2019,18064,258,-44.0,147.0,7.0,0.542
2019,San Francisco,California,Golden State Warriors,1400.0,2019,18064,474,200.0,129.0,150.0,0.231
2018,Oakland,California,Golden State Warriors,121.0,1996,19596,440,109.0,156.0,178.0,0.695
2017,Oakland,California,Golden State Warriors,121.0,1996,19596,401,103.0,147.0,164.0,0.707
2016,Oakland,California,Golden State Warriors,121.0,1996,19596,359,120.0,119.0,143.0,0.817
2015,Oakland,California,Golden State Warriors,121.0,1996,19596,305,74.2,111.0,134.0,0.89
2014,Oakland,California,Golden State Warriors,121.0,1996,19596,201,57.6,80.0,77.0,0.817
2013,Oakland,California,Golden State Warriors,121.0,1996,19596,168,44.9,78.0,55.0,0.622
2012,Oakland,California,Golden State Warriors,121.0,1996,19596,160,43.0,77.0,50.0,0.573
2011,Oakland,California,Golden State Warriors,121.0,1996,19596,127,29.1,55.0,31.0,0.348
2010,Oakland,California,Golden State Warriors,121.0,1996,19596,139,22.2,73.0,41.0,0.439
2009,Oakland,California,Golden State Warriors,121.0,1996,19596,119,14.3,70.0,,0.317
2008,Oakland,California,Golden State Warriors,121.0,1996,19596,113,11.9,70.0,,0.354
2007,Oakland,California,Golden State Warriors,121.0,1996,19596,112,14.2,65.0,,0.585
2006,Oakland,California,Golden State Warriors,121.0,1996,19596,103,1.3,69.0,,0.512
2005,Oakland,California,Golden State Warriors,121.0,1996,19596,89,6.3,61.0,,0.415
2004,Oakland,California,Golden State Warriors,121.0,1996,19596,81,8.1,58.0,,0.415
2003,Oakland,California,Golden State Warriors,121.0,1996,19596,76,-3.1,56.0,,0.451
2002,Oakland,California,Golden State Warriors,121.0,1996,19596,70,7.8,51.0,,0.463
2001,Oakland,California,Golden State Warriors,121.0,1996,19596,71,-0.6,48.0,,0.256
2001,Houston,Texas,Houston Rockets,18.0,1975,"15,676",82,6.7,49.0,,0.341
2002,Houston,Texas,Houston Rockets,18.0,1975,"15,676",82,15.2,53.0,,0.524
2003,Houston,Texas,Houston Rockets,235.0,2003,18055,125,25.8,59.0,,0.549
2004,Houston,Texas,Houston Rockets,235.0,2003,18055,141,35.5,63.0,,0.622
2005,Houston,Texas,Houston Rockets,235.0,2003,18055,142,21.4,73.0,,0.415
2006,Houston,Texas,Houston Rockets,235.0,2003,18055,149,29.7,68.0,,0.634
2007,Houston,Texas,Houston Rockets,235.0,2003,18055,156,31.2,75.0,,0.671
2008,Houston,Texas,Houston Rockets,235.0,2003,18055,160,30.3,78.0,,0.646
2009,Houston,Texas,Houston Rockets,235.0,2003,18055,153,35.9,67.0,,0.512
2010,Houston,Texas,Houston Rockets,235.0,2003,18055,150,17.9,70.0,38.0,0.524
2011,Houston,Texas,Houston Rockets,235.0,2003,18055,135,26.6,52.0,28.0,0.515
2012,Houston,Texas,Houston Rockets,235.0,2003,18055,191,63.7,68.0,49.0,0.549
2013,Houston,Texas,Houston Rockets,235.0,2003,18055,175,38.0,76.0,61.0,0.659
2014,Houston,Texas,Houston Rockets,235.0,2003,18055,237,74.6,85.0,75.0,0.683
2015,Houston,Texas,Houston Rockets,235.0,2003,18055,244,62.7,103.0,69.0,0.5
